"Id";"Category";"Label";"Primary Yardstick";"Secondary Yardstick";"Primary Comment";"Secondary Comment";"Primary UoM";"Secondary UoM"
"http://environment.data.gov.uk/asset-management/id/drl/CentralPier";"http://environment.data.gov.uk/asset-management/id/drl/Structure";"Central Pier";"m3";;;;"m3";
"http://environment.data.gov.uk/asset-management/id/drl/ChannelsAndRills";"http://environment.data.gov.uk/asset-management/id/drl/SurfaceWaterManagement";"Channels and Rills";"m2";;;;"m2";
"http://environment.data.gov.uk/asset-management/id/drl/Cliff";"http://environment.data.gov.uk/asset-management/id/drl/Defence";"Cliff";"m3 (earthworks)";"m2 (for stability measures)";"earthworks";"for stability measures";"m3";"m2"
"http://environment.data.gov.uk/asset-management/id/drl/CommercialFinancialProducts";"http://environment.data.gov.uk/asset-management/id/drl/InformationDeliverables";"Commercial Financial Products";"Not Measurable";"Not Measurable";;;"None";"None"
"http://environment.data.gov.uk/asset-management/id/drl/CommissioningAndPerformanceEvaluationGsl";"http://environment.data.gov.uk/asset-management/id/drl/InformationDeliverables";"Commissioning and Performance Evaluation (GSL)";"Not Measurable";"Not Measurable";;;"None";"None"
"http://environment.data.gov.uk/asset-management/id/drl/CommunicationsAndEngagement";"http://environment.data.gov.uk/asset-management/id/drl/InformationDeliverables";"Communications and Engagement";"Not Measurable";"Not Measurable";;;"None";"None"
"http://environment.data.gov.uk/asset-management/id/drl/ComplexBeachStructure";"http://environment.data.gov.uk/asset-management/id/drl/AssetComplex";"Complex Beach Structure";"m2";;;;"m2";
"http://environment.data.gov.uk/asset-management/id/drl/ComplexCulvert";"http://environment.data.gov.uk/asset-management/id/drl/Channel";"Complex Culvert";"m (length of the channel)";"m3";"length of the channel";;"m";"m3"
"http://environment.data.gov.uk/asset-management/id/drl/ComplexDefence";"http://environment.data.gov.uk/asset-management/id/drl/AssetComplex";"Complex Defence";"m3";;;;"m3";
"http://environment.data.gov.uk/asset-management/id/drl/ComplexStructure";"http://environment.data.gov.uk/asset-management/id/drl/AssetComplex";"Complex Structure";"m2";;;;"m2";
"http://environment.data.gov.uk/asset-management/id/drl/ControlBuilding";"http://environment.data.gov.uk/asset-management/id/drl/BuildingsAndCompounds";"Control Building";"m2";"m3";;;"m2";"m3"
"http://environment.data.gov.uk/asset-management/id/drl/ControlGate";"http://environment.data.gov.uk/asset-management/id/drl/Structure";"Control Gate";"m2";;;;"m2";
"http://environment.data.gov.uk/asset-management/id/drl/ControlStructure";"http://environment.data.gov.uk/asset-management/id/drl/AssetComplex";"Control Structure";"m2";;;;"m2";
"http://environment.data.gov.uk/asset-management/id/drl/CrossDrain";"http://environment.data.gov.uk/asset-management/id/drl/SurfaceWaterManagement";"Cross Drain";"m3";"m2";;;"m3";"m2"
"http://environment.data.gov.uk/asset-management/id/drl/DebrisBoom";"http://environment.data.gov.uk/asset-management/id/drl/Structure";"Debris Boom";"m";"Nr";;;"m";"Nr"
"http://environment.data.gov.uk/asset-management/id/drl/DebrisScreen";"http://environment.data.gov.uk/asset-management/id/drl/Structure";"Debris Screen";"m2";"l/s (Flow)";;"Flow";"m2";"l/s"
"http://environment.data.gov.uk/asset-management/id/drl/DemountableDefence";"http://environment.data.gov.uk/asset-management/id/drl/Defence";"Demountable Defence";"m2";"Nr (number of sections)";;"number of sections";"m2";"Nr"
"http://environment.data.gov.uk/asset-management/id/drl/Design";"http://environment.data.gov.uk/asset-management/id/drl/InformationDeliverables";"Design";"Not Measurable";"Not Measurable";;;"None";"None"
"http://environment.data.gov.uk/asset-management/id/drl/DetentionBasin";"http://environment.data.gov.uk/asset-management/id/drl/SurfaceWaterManagement";"Detention Basin";"m3";"m2";;;"m3";"m2"
"http://environment.data.gov.uk/asset-management/id/drl/Dock";"http://environment.data.gov.uk/asset-management/id/drl/AidsToNavigation";"Dock";"m2";;;;"m2";
"http://environment.data.gov.uk/asset-management/id/drl/Dolphin";"http://environment.data.gov.uk/asset-management/id/drl/AidsToNavigation";"Dolphin";"m2";"Nr";;;"m2";"Nr"
"http://environment.data.gov.uk/asset-management/id/drl/DrawOffTower";"http://environment.data.gov.uk/asset-management/id/drl/Structure";"Draw Off Tower";"m (Tower Diameter)";"m (Tower Height)";"Tower Diameter";"Tower Height";"m";"m"
"http://environment.data.gov.uk/asset-management/id/drl/Dunes";"http://environment.data.gov.uk/asset-management/id/drl/Defence";"Dunes";"m3 (earthworks)";"m2 (for stability measures)";"earthworks";"for stability measures";"m3";"m2"
"http://environment.data.gov.uk/asset-management/id/drl/EconomicViability";"http://environment.data.gov.uk/asset-management/id/drl/InformationDeliverables";"Economic Viability";"Not Measurable";"Not Measurable";;;"None";"None"
"http://environment.data.gov.uk/asset-management/id/drl/Embankment";"http://environment.data.gov.uk/asset-management/id/drl/Defence";"Embankment";"m3";;;;"m3";
"http://environment.data.gov.uk/asset-management/id/drl/EngineAssembly";"http://environment.data.gov.uk/asset-management/id/drl/MechanicalAndElectrical";"Engine Assembly";"Nr";;;;"Nr";
"http://environment.data.gov.uk/asset-management/id/drl/EngineeredHighGround";"http://environment.data.gov.uk/asset-management/id/drl/Defence";"Engineered High Ground";"m3";;;;"m3";
"http://environment.data.gov.uk/asset-management/id/drl/Environmental";"http://environment.data.gov.uk/asset-management/id/drl/InformationDeliverables";"Environmental";"Not Measurable";"Not Measurable";;;"None";"None"
"http://environment.data.gov.uk/asset-management/id/drl/ErosionProtection";"http://environment.data.gov.uk/asset-management/id/drl/AssetComplex";"Erosion Protection";"m3";;;;"m3";
